topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'","790, 819;821, 866","790, 819;821, 866",In two of the three scenarios...complete melting would raise global sea level,In two of the three scenarios...complete melting would raise global sea level,0,0.7235993
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.","1188, 1191;1253, 1275;1277, 1311","790, 819;821, 866",the...a large sea-level rise...owing to its potential instability,In two of the three scenarios...complete melting would raise global sea level,0,0.5123578
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19980610.0858,4573,"Using the climate change predictions of the Intergovernmental Panel and the continued growth in greenhouse gas emissions, Oppenheimer predicted that in two of the possible scenarios sea levels would rise four to six metres.","4695, 4796","790, 819;821, 866",Oppenheimer predicted that in two of the possible scenarios sea levels would rise four to six metres.,In two of the three scenarios...complete melting would raise global sea level,0,0.6322507
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",NYT19991206.0093,6294,(Runoff from melting glaciers contributes to a rising global sea level.,"6295, 6365","790, 819;821, 866",Runoff from melting glaciers contributes to a rising global sea level.,In two of the three scenarios...complete melting would raise global sea level,0,0.5538674
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",XIE19971114.0179,562,"The level of much of the Mediterranean could rise by close to one meter by 2100, the report said.","562, 641","790, 819;821, 866",The level of much of the Mediterranean could rise by close to one meter by 2100,In two of the three scenarios...complete melting would raise global sea level,0,0.5632102
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",XIE19971114.0179,660,"According to the report, the worst affected areas will be the Nile Delta in Egypt, Venice in Italy and Thessaloniki in Greece as a consequence of the expected rise in sea level.","806, 837","790, 819;821, 866",the expected rise in sea level.,In two of the three scenarios...complete melting would raise global sea level,0,0.5318625
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'","821, 837;901, 941","821, 837;901, 941",complete melting...causing major coastal flooding worldwide,complete melting...causing major coastal flooding worldwide,0,0.71429086
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19991019.0263,0,"GENEVA (AP) -- Cities including New York and Tokyo may face flooding; large swathes of Latin America will suffer from drought and Australia's Great Barrier Reef may be destroyed unless more is done to stop global warming, the World Wildlife Fund for Nature warned Tuesday.","0, 68","821, 837;901, 941",GENEVA (AP) -- Cities including New York and Tokyo may face flooding,complete melting...causing major coastal flooding worldwide,0,0.51302946
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19991019.0263,1135,"This would threaten low-lying U.S. coastal cities such as New York, Boston, Baltimore and Miami with flooding.","1135, 1245","821, 837;901, 941","This would threaten low-lying U.S. coastal cities such as New York, Boston, Baltimore and Miami with flooding.",complete melting...causing major coastal flooding worldwide,0,0.6039875
D0606F,APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'",APW19980610.0858,790,"In two of the three scenarios, complete melting would raise global sea level by an average four to six metres, causing major coastal flooding worldwide, Oppenheimer wrote in the latest issue of the scientific journal Nature.'","943, 1014","943, 1014",Oppenheimer wrote in the latest issue of the scientific journal Nature.,Oppenheimer wrote in the latest issue of the scientific journal Nature.,0,0.7396834
D0606F,APW19980610.0858,1016,"In the other scenario, the internal ice shifting within the ice sheet could cause the melting to slow down.",APW19980610.0858,1016,"In the other scenario, the internal ice shifting within the ice sheet could cause the melting to slow down.","1016, 1037;1039, 1097","1016, 1037;1039, 1097",In the other scenario...the internal ice shifting within the ice sheet could cause,In the other scenario...the internal ice shifting within the ice sheet could cause,0,0.7177692
D0606F,APW19980610.0858,1016,"In the other scenario, the internal ice shifting within the ice sheet could cause the melting to slow down.",APW19980610.0858,5007,"In the other scenario, Oppenheimer believed that internal ice shifting within the ice sheet possibly could cause the melting to slow down.","5007, 5028;5030, 5145","1016, 1037;1039, 1097",In the other scenario...Oppenheimer believed that internal ice shifting within the ice sheet possibly could cause the melting to slow down.,In the other scenario...the internal ice shifting within the ice sheet could cause,0,0.65226007
D0606F,APW19980610.0858,1016,"In the other scenario, the internal ice shifting within the ice sheet could cause the melting to slow down.",APW19980610.0858,1016,"In the other scenario, the internal ice shifting within the ice sheet could cause the melting to slow down.","1098, 1123","1098, 1123",the melting to slow down.,the melting to slow down.,0,0.7000049
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.","1188, 1275","1188, 1275",the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise,the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise,0,0.7318685
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.","1188, 1191;1253, 1275;1277, 1311","1188, 1275",the...a large sea-level rise...owing to its potential instability,the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise,0,0.57472897
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.","1188, 1191;1253, 1275;1277, 1311","1188, 1191;1253, 1275;1277, 1311",the...a large sea-level rise...owing to its potential instability,the...a large sea-level rise...owing to its potential instability,0,0.72594726
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",APW20000830.0162,1987,"Coastal and island areas would be at risk from warming oceans and rising waters, the report said.","1987, 2066","1188, 1191;1253, 1275;1277, 1311",Coastal and island areas would be at risk from warming oceans and rising waters,the...a large sea-level rise...owing to its potential instability,0,0.51849574
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",NYT19990607.0382,4051,"According to the Environmental Protection Agency, over the past century mean global temperatures have increased 0.6 to 1.2 degrees, the global sea level has risen 4 to 10 inches, and the snow cover in the Northern Hemisphere and floating ice in the Arctic Ocean have decreased.","4181, 4228","1188, 1191;1253, 1275;1277, 1311",", the global sea level has risen 4 to 10 inches",the...a large sea-level rise...owing to its potential instability,0,0.50769264
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",XIE19971001.0046,1359,"It said that climate change is projected to raise sea levels; increase the likelihood of more intense rainfall, floods, and droughts; and endanger human health by greater exposure to heat waves and encroachment of tropical diseases to higher latitudes.","1359, 1419","1188, 1191;1253, 1275;1277, 1311",It said that climate change is projected to raise sea levels,the...a large sea-level rise...owing to its potential instability,0,0.55509585
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",XIE19971114.0179,562,"The level of much of the Mediterranean could rise by close to one meter by 2100, the report said.","562, 641","1188, 1191;1253, 1275;1277, 1311",The level of much of the Mediterranean could rise by close to one meter by 2100,the...a large sea-level rise...owing to its potential instability,0,0.6338976
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",XIE19971114.0179,660,"According to the report, the worst affected areas will be the Nile Delta in Egypt, Venice in Italy and Thessaloniki in Greece as a consequence of the expected rise in sea level.","806, 837","1188, 1191;1253, 1275;1277, 1311",the expected rise in sea level.,the...a large sea-level rise...owing to its potential instability,0,0.58241105
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",XIE19971121.0037,251,"This will in turn raise the sea level by some 50 cm., according to Raul Estrada Oyuela, chairman of Ad Hoc Group Berlin Mandate under the United Nations Framework Convention on Climate Change.","251, 263;275, 303","1188, 1191;1253, 1275;1277, 1311",This will in...the sea level by some 50 cm.,the...a large sea-level rise...owing to its potential instability,0,0.5240855
D0606F,APW19980610.0858,1124,"With its 3.8 million cubic kilometers of ice at the South Pole, the West Antarctic Ice Sheet posed the 'most immediate threat of a large sea-level rise, owing to its potential instability,'' Oppenheimer said.",XIE19971121.0037,251,"This will in turn raise the sea level by some 50 cm., according to Raul Estrada Oyuela, chairman of Ad Hoc Group Berlin Mandate under the United Nations Framework Convention on Climate Change.","251, 255;269, 303","1188, 1191;1253, 1275;1277, 1311",This...raise the sea level by some 50 cm.,the...a large sea-level rise...owing to its potential instability,0,0.58529276
